row_id,character,unicode_codepoint,decimal_codepoint,scope,standard_level,standard_rank,source_level,proposed_cnbe32,proposed_cnbe32_status,candidate_structure_label,candidate_structure_status,candidate_decomposition,candidate_decomposition_status,direct_component_candidates,character_component_candidates,non_character_component_candidates,unknown_component_candidates,basic_component_candidates,component_source,radical,radical_status,stroke_count,stroke_order,stroke_order_status,gf0017_existing_score,gf0017_existing_max,gf0017_formal_total,gf0017_new_points_assigned,dictionary_context_status,kangxi_volume,kangxi_excerpt,zhonghua_excerpt,wiki_context_status,candidate_status,standard_evidence_status,blocked_items,review_status,cnbe_write_status,database_rebuild_status,agent_version
8105_core_control_014,嘀,U+5600,22016,8105_national_standard_core,一级,3111,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,左右,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿰口啇,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,啇 口,口,啇,,一 丶 口 十 丨,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,口,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,14,2 5 1 4 1 4 3 2 5 1 2 2 5 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【丑集上】【口字部】,【字彙】側格切，音責。卒聲。,1、嘀讀音：側格切，音責，陌韻。釋文：卒聲。見《字彙》。 1、嘀讀音：側格切，音責，陌韻。釋文：卒聲。見《字彙》。 2、謫讀音：陟革切，音摘，士革切，音賾，治革切，音蹢，陌韻。丁歷切，音的，錫韻。釋文： ❶本作輜。《說文》：輜。罰也。 　〔注〕：～、猶摘也。 　〔按一切經音義引通俗文。罰罪曰～〕。 ❷譴也。《左桓十八年傳》：公～之。 ❸怒也。見《方言》...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_015,圄,U+5704,22276,8105_national_standard_core,二级,4515,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,全包围,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿴囗吾,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,吾 囗,吾,囗,,一 冂 二 丨,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,囗,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,10,2 5 1 2 5 1 2 5 1 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,NO_DICTIONARY_CONTEXT,【丑集上】【囗字部】,【唐韻】魚呂切【集韻】偶舉切【韻會】【正韻】偶許切，𠀤音語。獄名。【說文】守之也。【禮·月令】省囹圄。【註】圄，止也。所以止罪人出入於舍。【初學記】囹，領也。圄，禦也。言領錄囚徒禁禦也。一曰囹，令也。圄，悟也。令罪人入其中，自悔悟也。【左傳·宣四年】圄伯嬴于轑陽而殺之。　又與圉同。【說文】囹圄作囹圉，所以拘罪人也。【書·禹貢】西傾朱圉。【前漢·地理志】...,1、圄讀音：偶舉切，音語，語韻。釋文： ❶守之也。見《說文》。《桂注》：賈誼書。守～扞敵之臣。鄭注周禮司右引司馬法。弓矢圍。今司馬法作弓矢禦。馥謂守禦字古作～。圍者～之譌也。韻會云。案說文～守也。圉令圉也。禦祀也。今文～爲囹～字。圉爲牧圉字。禦爲守禦字。經傳中相承用之久矣。 ❷禦也。言領錄囚徒禁禦之也。見《初學記》。 ❸悟也。令罪人入其中自悔悟也。見《...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_016,垟,U+579F,22431,8105_national_standard_core,三级,6777,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,,NOT_FINAL_STRUCTURE_LABEL,,DECOMPOSITION_REVIEW_REQUIRED,,,,,垟,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,1 2 1 4 3 1 1 1 2,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【丑集中】【土字部】,【廣韻】與章切【集韻】余章切，𠀤音洋。土精也。【易說】泰山失金雞，西嶽失玉垟。　又土怪也。【史記·孔子世家】季桓子穿井，獲一土缶，其中有羊，問于仲尼。曰：以丘所聞，土之怪則羵垟也。　或作羊。,1、垟讀音：余章切，音洋，陽韻。釋文： ❶土精也。見《玉篇》。〔舊注引易說西嶽失玉～。按正字通云。易說作王羊。又云。土精之類。有垹無～。存參〕。 ❷墳～。土怪。見《集韻》。〔舊注引史記孔子世家。土之怪則羵～也。按今本作墳羊〕。,NO_WIKI_CONTEXT,DICTIONARY_CONTEXT_ONLY_REVIEW_REQUIRED,REVIEW_REQUIRED,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_017,塑,U+5851,22609,8105_national_standard_core,一级,3001,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,上下,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿱朔土,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,朔 土,朔 土,,,冂 二 屮 一 丨,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,土,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,13,4 3 1 5 2 3 3 5 1 1 1 2 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【丑集中】【土字部】,同塐。【宋謝顯道曰】明道如泥，塑人及接人，渾是一團和氣。,1、塑讀音：蘇故切，音素，遇韻。釋文： ❶埏土象物也。或从素。見《類篇》。 ❷今俗揑土象鬼神象貌亦曰～。《程子語錄》：明道坐如泥～人。接人渾是一團和氣。 2、塐釋文：同塑。見《類篇》。,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_018,契,U+5951,22865,8105_national_standard_core,一级,1352,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,上下,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿱⿰丰刀大,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,丰 刀 大,丰 刀 大,,,一 二 丨 丿 人,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,大,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,9,1 1 1 2 5 3 1 3 4,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【丑集下】【大字部】,【廣韻】苦計切【集韻】【韻會】詰計切【正韻】去計切，𠀤音栔。約也。【易·繫辭】上古結繩而治，後世聖人易之以書契。【禮·曲禮】獻粟者執右契。【註】兩書一契，同而別之。　又合也。【周禮·天官】宰夫掌官契以治藏。【前漢·高帝紀】帝與功臣，剖符作誓，丹書鐵契。【唐書·𤣥宗紀】木契銅魚起兵。　又神合也。【神仙傳】魏伯陽作參同契二卷。　又憂苦也。【詩·小雅】契契寤...,1、契讀音：誥計切，音栔，霽韻。釋文： ❶大約也。从大。从㓞。易曰。後代聖人易之以書～。見《說文》。 　〔注〕：刀判缺之故曰～。 　〔按王注。許言大約者。字从大。故舉大以該小也。易鄭注。書之於木。刻其側爲～。各持其一。後以相考合。段注。約取纏束之義。後鄭云。書～謂出予受入之凡要。凡簿書之冣目。獄訟之要辭。皆曰～。按今人但於買賣曰文～。通訓定聲凡質劑之書...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_019,娅,U+5A05,23045,8105_national_standard_core,二级,4382,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,左右,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿰女亚,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,女 亚,女 亚,,,女 一,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,女,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,9,5 3 1 1 2 2 4 3 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【丑集下】【女字部】,【廣韻】【集韻】【韻會】【正韻】𠀤依嫁切，音稏。【爾雅·釋親】兩壻相謂曰婭，言相亞次也。　通作亞。,,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_020,嫭,U+5AED,23277,8105_national_standard_core,三级,7743,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,,NOT_FINAL_STRUCTURE_LABEL,,DECOMPOSITION_REVIEW_REQUIRED,,,,,嫭,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,14,5 3 1 2 1 5 3 1 5 3 4 3 1 2,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,NO_DICTIONARY_CONTEXT,【丑集下】【女字部】,【廣韻】胡誤切【集韻】【韻會】【正韻】胡故切，𠀤音護。美好也。【前漢·郊祀歌】衆嫭𠀤綽奇麗。【張衡·思𤣥賦】咨妒嫭之難𠀤兮，想依韓以流亡。【註】韓，終獲仙道者。　【楊愼·奇字韻】滇僰謂好曰嫭扒。　通作嫮。或作𡚯。,1、嫭讀音：胡故切，音護，遇韻。釋文： ❶好也。《漢書禮樂志》：眾～竝。綽奇麗。 　〔注〕：如淳曰。～。美目貌。 ❷美貌也。《漢書揚雄傳》：知眾～之嫉妒兮。 ❸～姱。好貌也。《楚辭大招》：～以姱只。 ❹～扒。好也。《楊愼奇字韻》：滇僰謂好曰～扒。 ❺妬也。見《廣雅釋詁》。 2、梮釋文：同嫭。見《集韻》。 3、婟讀音：胡故切，音護，古慕切，音顧，遇韻。後...,NO_WIKI_CONTEXT,STANDARDIZER_EVIDENCE_GAP,REVIEW_REQUIRED,NO_COMPONENT_OR_DICTIONARY_CONTEXT;FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_021,宿,U+5BBF,23487,8105_national_standard_core,一级,2455,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,上下,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿱宀佰,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,佰 宀,佰,宀,,亻 一 白 冖 丶,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,宀,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,11,4 4 5 3 2 1 3 2 5 1 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【寅集上】【宀字部】,〔古文〕㝛夙【廣韻】息逐切【集韻】【韻會】息六切，𠀤音夙。【說文】止也。【玉篇】夜止也，住也。【詩·周頌】有客宿宿，有客信信。【註】一宿曰宿，再宿曰信。【周禮·地官】三十里有宿，宿有路室。　又星宿各止其所，故名宿。二十八宿，亦名二十八次。次，舍也。【釋名】宿，宿也，言星各止住其所也。　又【增韻】安也，守也。【左傳·昭二十九年】官宿其業。【註】宿，安也。...,1、宿讀音：息六切，音夙，屋韻。釋文： ❶止也。从宀盋聲。盋古文夙。見《說文》。《段注》：凡止曰～。夜止其一耑也。 ❷可止之處也。《周禮遺人》：三十里有～。～有路室。 　〔注〕：～可止～。若今亭有室矣。 ❸猶處也。《詩九罭》：于女信～。 ❹積久也。《莊子徐无鬼》：枯槁之士～名。 ❺舊也。《漢書霍去病傳》：諸～將所將士馬兵。亦不如去病。 ❻畱也。見《廣雅...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_022,屼,U+5C7C,23676,8105_national_standard_core,三级,6533,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,,NOT_FINAL_STRUCTURE_LABEL,,DECOMPOSITION_REVIEW_REQUIRED,,,,,屼,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,6,2 5 2 1 3 5,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,NO_DICTIONARY_CONTEXT,【寅集中】【山字部】,【廣韻】【集韻】【韻會】【正韻】𠀤五忽切。音兀。𡼿屼，山貌也。一曰禿山貌。【唐元結系樂府】山屹屼兮水淪漣。　又五屼，山名，在犍爲郡。一山有五重，故名。【左思·蜀都賦】躡五屼之𡾰嵼。,1、屼讀音：五忽切，音兀，月韻。釋文： ❶銮～。山禿貌。〔元結詩〕：山屹～兮水淪漣。 ❷五～。山名。一山有五重。故名。在犍爲郡。《文選左思賦》：躡五～之訝嵼。,NO_WIKI_CONTEXT,STANDARDIZER_EVIDENCE_GAP,REVIEW_REQUIRED,NO_COMPONENT_OR_DICTIONARY_CONTEXT;FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_023,崶,U+5D36,23862,8105_national_standard_core,三级,7359,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,,NOT_FINAL_STRUCTURE_LABEL,,DECOMPOSITION_REVIEW_REQUIRED,,,,,崶,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,12,2 5 2 1 2 1 1 2 1 1 2 4,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,NO_DICTIONARY_CONTEXT,【寅集中】【山字部】,【廣韻】府容切【集韻】方容切，𠀤音封。【廣韻】山名。一名龍門山，在封州。大魚上化爲龍，上不得，點額血流，水爲丹色也。,1、崶讀音：方容切，音封，冬韻。釋文：山名。一名龍門山。在封州。見《廣韻》：〔當在今廣東陽江直隸廳封川縣境〕。,HAS_WIKI_CONTEXT,STANDARDIZER_EVIDENCE_GAP,REVIEW_REQUIRED,NO_COMPONENT_OR_DICTIONARY_CONTEXT;FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_024,帷,U+5E37,24119,8105_national_standard_core,一级,2297,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,左右,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿰巾隹,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,巾 隹,巾 隹,,,丨 亻,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,巾,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,11,2 5 2 3 2 4 1 1 1 2 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【寅集中】【巾字部】,〔古文〕𠥎【唐韻】洧悲切【集韻】于龜切【正韻】于嬀切，𠀤音爲。【玉篇】幕也，帳也。【集韻】幔也。【釋名】帷，圍也。所以自障圍也。【周禮·天官】幕人掌帷幕幄帟綬之事。【註】在旁曰帷。三禮圖，四旁及上曰帷。【又】掌舍爲帷宮，設旌門。【註】張帷爲宮。　又帷裳。【論語】非帷裳，必殺之。【疏】在下之裳。其制，正幅如帷。名曰帷裳，則無殺縫。　又車帷。【詩·衞風】漸...,1、帷讀音：于龜切，音爲，支韻。釋文： ❶在旁曰～。見《說文》。 　〔按周禮幕人注同〕。 ❷圍也。所以自障圍也。見《釋名釋牀帳》。 ❸～裳。在下之裳。正幅如～。無殺縫者。《論語鄕黨》：非～裳。必殺之。 　〔又〕：童容也。《詩氓》：漸車～裳。 　〔疏〕：以幃障車之旁。如裳以爲容飾。故或謂之幃裳。或謂之童容。 　〔按廣雅釋器作誋褣〕。 2、债釋文：古幃字。...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_025,弇,U+5F07,24327,8105_national_standard_core,三级,6862,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,上下,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿱合廾,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,廾 合,合,廾,,廾 一 冂 人,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,廾,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,9,3 4 1 2 5 1 1 3 2,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,NO_DICTIONARY_CONTEXT,【寅集下】【廾字部】,〔古文〕𢍔𥦦【唐韻】一儉切【集韻】衣檢切【正韻】於檢切，𠀤音奄。【爾雅·釋言】蓋也。【註】謂覆蓋。又【釋天】弇日爲蔽雲。【註】暈氣五彩覆日也。　又【爾雅·釋言】同也。　又【類篇】弇中，隘道也。【左傳·襄二十五年】行及弇中。　又器之口小中寬者曰弇。【周禮·春官】侈聲筰，弇聲鬱。【註】弇謂中央寬也。弇則聲鬱勃不出也。【冬官·考工記】侈弇之所由興。【疏】由鍾...,1、弇讀音：衣檢切，音奄，琰韻。釋文： ❶蓋也。見《說文耖部》。 　〔按廣雅釋詁。～、覆也。義同〕。 ❷同也。見《爾雅釋言》。 ❸狹路也。《左襄二十五年傳》：行及～中。 ❹深邃也。《呂覽仲冬》：處必～。 ❺內向也。《考工記輿人》：棧車欲～。 ❻襲也。《荀子賦》：法禹舜而能～迹者邪。 ❼甲長曰～。《爾雅釋魚》：龜前～諸果。後～諸獵。 ❽古州名。《淮南墬形...,HAS_WIKI_CONTEXT,CANDIDATE_COMPONENTS_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_026,忉,U+5FC9,24521,8105_national_standard_core,三级,6518,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,左右,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿰忄刀,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,刀 忄,刀,忄,,丿 丨 八,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,忄,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,5,4 4 2 5 3,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,NO_DICTIONARY_CONTEXT,【卯集上】【心字部】,【廣韻】都牢切【集韻】【韻會】都勞切【正韻】都高切，𠀤音刀。憂心貌。【詩·𨻰風】心焉忉忉。　又【內典】忉利天，此天四方各八，中央帝釋，共三十三。,1、忉讀音：都勞切，音刀，豪韻。釋文： ❶～～。憂心貌。《詩防有雀巢》：心焉～～。 ❷～利天。三十三天之總名。《法苑珠林》：欲界十天。亦名三十三天。總名～利天。,HAS_WIKI_CONTEXT,CANDIDATE_COMPONENTS_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_027,恪,U+606A,24682,8105_national_standard_core,二级,4356,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,左右,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿰忄各,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,各 忄,各,忄,,一 冂 丿 又 丨 八,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,忄,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,9,4 4 2 3 5 4 2 5 1,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【卯集上】【心字部】,【廣韻】苦各切【集韻】【韻會】【正韻】克各切，𠀤音𥯚。【爾雅·釋詁】敬也。【詩·商頌】執事有恪。　又周武王封虞夏殷之後爲三恪。【孔叢子·答問篇】禮之如賔客也。　又姓。　本作愙。或省作㤩。,1、恪讀音：克各切，音篠，藥韻。釋文： ❶本作愙。《說文》：愙。敬也。《段注》：今字作～。 ❷禮之如賓客也。見《孔叢子答問》。 　〔按周封夏殷之後。以爲二代。紹虞帝嗣。備爲三～。～客以聲爲訓〕。 ❸姓也。晉中郞將。㤩任。 　〔按㤩同～〕。 2、㤩釋文：同恪。見《正字通》。 3、愙讀音：克各切，音亅，藥韻。釋文：敬也。从心。客聲。春秋傳曰。以陳備三～。見...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
8105_core_control_028,愉,U+6109,24841,8105_national_standard_core,一级,2777,national_standard_then_core_reference_then_network_cross_reference,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,左右,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,⿰忄俞,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,俞 忄,俞,忄,,刂 月 人 一 丨 八,8105_encoding_comparison.standard.components; GF 0014-2009 现代常用字部件及部件名称规范 + yuanliu_chars.json IDS分解,忄,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,12,4 4 2 3 4 1 2 5 1 1 2 2,PASS_STANDARD_DERIVED_STROKE_ORDER,6,6,50,0,HAS_DICTIONARY_CONTEXT,【卯集上】【心字部】,【唐韻】羊朱切【集韻】【韻會】容朱切【正韻】雲俱切，𠀤音腴。从心兪聲。【玉篇】悅也，顏色樂也。【禮·祭義】必有愉色。【論語】愉愉如也。【註】愉愉，和悅之貌。　又【爾雅·釋詁】樂也。【詩·唐風】他人是愉。【註】安閒之樂也。　又【爾雅·釋詁】服也。【註】謂喜樂而服從也。　又懌也。【前漢·安世房中歌】高賢愉愉民所懷。【註】愉愉，懌也。【集韻】或作婾。　又與愈...,1、愉讀音：羊朱切，音腴，虞韻。釋文： ❶薄也。見《說文》。 ❷樂也。《詩山樞》：他人是～。 　〔註〕：安閒之樂也。 ❸顏色和悅也。《禮記祭義》：必有～色。 ❹服也。《爾雅釋詁注》：謂喜樂而服從也。 ❺～～。懌也。《漢書禮樂志》：高賢～～民所懷。 ❻～綖。解緩也。《呂覽勿躬》：百官愼職而莫敢～綖。 　〔注〕：～。解也。綖緩也。 ❼通媮。〔文選韋孟詩〕：...,NO_WIKI_CONTEXT,CANDIDATE_COMPONENTS_WITH_DICTIONARY_CONTEXT_REVIEW_REQUIRED,COMPLETE,FINAL_STRUCTURE_LABEL_NOT_ASSIGNED;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,CNBE 8105 bounded standardizer pilot v2-no-legacy-structure
