row_id,character,unicode_codepoint,standard_rank,original_structure,original_decomposition,original_components,yuanliu_structure,yuanliu_decomposition,yuanliu_ids_structure,cihai_hit_count,cihai_snippets,wiki_hit_count,wiki_titles,wiki_snippets,proposed_structure,proposed_decomposition,candidate_rule,source_priority,authority_boundary,confidence,blocker,review_status,cnbe_write_status,database_rebuild_status,zdic_status
8105_full_0073,乡,U+4E61,73,,幺,乡,,幺,,8,"“骆驼之[ci_hai_v01_b1.json 页51]【乡】”。还产羊、牛、马、驴。农产有
利诗人。早年加人流浪剧团，当过[ci_hai_v01_b1.json 页52]【乡】村公",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0077,井,U+4E95,77,镶嵌,⿻二?,二,镶嵌,⿻二?,,8,"斯湾沿岸、海底富藏[ci_hai_v01_b1.json 页48]【井】盛产石油、天然气。
追在农场或矿[ci_hai_v01_b1.json 页52]【井】做工。",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0083,专,U+4E13,83,镶嵌,⿻?一,一,镶嵌,⿻?一,,8,"统治的[ci_hai_v01_b1.json 页42]【专】横。俄国一九○五年革命失败
[ci_hai_v01_b1.json 页45]【专】领财赋。至元元年（1264年）升任中书",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0084,丐,U+4E10,84,上下,⿱下?,下,上下,⿱下?,,0,,0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0088,五,U+4E94,88,全包围,⿴二?,二,全包围,⿴二?,,8,"统治的专横。俄国一九○[ci_hai_v01_b1.json 页42]【五】年革命失败
[ci_hai_v01_b1.json 页43]【五】分之四。绝大部分地",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0091,不,U+4E0D,91,上下,⿱一?,一,上下,⿱一?,,8,"历史现象而[ci_hai_v01_b1.json 页41]【不】是作为现行法规来进行研
。对这三个语族是否有亲缘关系有[ci_hai_v01_b1.json 页41]【不】",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0097,友,U+53CB,97,左上包,⿸?又,又,左上包,⿸?又,,8,"米。高峰有[ci_hai_v01_b1.json 页41]【友】谊
有自传《是朋[ci_hai_v01_b1.json 页65]【友】而不是主人》。",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0101,巨,U+5DE8,101,左三包,⿷匚?,匚,左三包,⿷匚?,,8,"影响[ci_hai_v01_b1.json 页49]【巨】大：同时与中国进行经济联系、文化
盛产红桧、扁柏等[ci_hai_v01_b1.json 页54]【巨】木，存有三千年以上的",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0106,互,U+4E92,106,全包围,⿴二?,二,全包围,⿴二?,,8,"多少拥有自己的土地。在生产上有[ci_hai_v01_b1.json 页44]【互】助
成员国之间[ci_hai_v01_b1.json 页50]【互】相协调石油政策，铺设共同",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0117,水,U+6C34,117,镶嵌,⿻亅?,亅,镶嵌,⿻亅?,,8,"要的钾盐产地。[ci_hai_v01_b1.json 页41]【水】力资源丰富，建有多座
[ci_hai_v01_b1.json 页41]【水】电站。农业盛产小麦、葡萄、烟草、甜菜、",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0122,气,U+6C14,122,上下,⿱亻?,亻,上下,⿱亻?,,8,"力学。发现电离[ci_hai_v01_b1.json 页42]【气】体的磁流体波一
得名。存在于晶体、地球大[ci_hai_v01_b1.json 页42]【气】层及宇宙空",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0125,升,U+5347,125,镶嵌,⿻十?,十,镶嵌,⿻十?,,8,"领财赋。至元元年（1264年）[ci_hai_v01_b1.json 页45]【升】任中书
有具备相当条件才可以上[ci_hai_v01_b1.json 页46]【升】为曲诺。",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0127,长,U+957F,127,镶嵌,⿻?一,一,镶嵌,⿻?一,,8,"使节。[ci_hai_v01_b1.json 页41]【长】篇小说《克莱门西亚》以法国军
院[ci_hai_v01_b1.json 页41]【长】；开办学校和图书馆，并编写教科书。",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0130,片,U+7247,130,左上包,⿸??,,左上包,⿸??,,8,"海百代唱[ci_hai_v01_b1.json 页43]【片】公司任乐队指挥，创作了《古刹
[ci_hai_v01_b1.json 页43]【片】沙漠。大部地区属",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0138,爪,U+722A,138,上三包,⿵?丨,丨,上三包,⿵?丨,,8,"哇岛泗水以南，北通[ci_hai_v01_bc1.json 页136]【爪】哇海，古为东爪哇军
要地。名见《元史·外国列传》“[ci_hai_v01_bc1.json 页136]【爪】哇”条。",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0140,介,U+4ECB,140,上下,⿱人?,人,上下,⿱人?,,8,"门》一书，用自己创造的文字简要[ci_hai_v01_b1.json 页44]【介】绍
北美洲西北部，[ci_hai_v01_b1.json 页51]【介】于北冰洋与太平洋之间，",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0144,今,U+4ECA,144,上下,⿱人?,人,上下,⿱人?,,8,"属阿尔泰办事大臣管辖。[ci_hai_v01_b1.json 页41]【今】新疆阿尔泰山
省名。隔莱茵河同德国相望。包括[ci_hai_v01_b1.json 页41]【今】上莱",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0157,乌,U+4E4C,157,上下,⿱丿?,丿,上下,⿱丿?,,8,"阿尔泰[ci_hai_v01_b1.json 页41]【乌】梁海清代乌梁海三部之一。以
古、俄罗斯、哈萨克斯坦、[ci_hai_v01_b1.json 页41]【乌】兹别克斯坦、吉",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0163,方,U+65B9,163,上下,⿱亠?,亠,上下,⿱亠?,,8,"面积8280平[ci_hai_v01_b1.json 页41]【方】千米。人口181.7万（2006
尔萨斯地区。说德语的阿列曼[ci_hai_v01_b1.json 页41]【方】言，兼用",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0166,斗,U+6597,166,镶嵌,⿻十?,十,镶嵌,⿻十?,,8,"安人。曾参加反对法国人侵的[ci_hai_v01_b1.json 页41]【斗】争，并创
游击队的[ci_hai_v01_b1.json 页41]【斗】争。两部作品都带有浓重的感",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0178,巴,U+5DF4,178,镶嵌,⿻巳?,巳,镶嵌,⿻巳?,,8,"于阿尔及利亚。就学于[ci_hai_v01_b1.json 页41]【巴】黎高等师范学
津[ci_hai_v01_b1.json 页42]【巴】布韦和",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0182,以,U+4EE5,182,左右,⿰?人,人,左右,⿰?人,,8,"尔泰乌梁海清代乌梁海三部之一。[ci_hai_v01_b1.json 页41]【以】
使节。长篇小说《克莱门西亚》[ci_hai_v01_b1.json 页41]【以】法国军",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0184,予,U+4E88,184,上下,⿱?丁,丁,上下,⿱?丁,,8,"克制，废除世袭，削弱其权力，给[ci_hai_v01_b1.json 页59]【予】一
庄子·知北游》：“狂屈日：喉，[ci_hai_v01_b1.json 页74]【予】知",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0188,书,U+4E66,188,镶嵌,⿻?丨,丨,镶嵌,⿻?丨,,8,"院长；开办学校和图[ci_hai_v01_b1.json 页41]【书】馆，并编写教科书。
实例有维堡市立图[ci_hai_v01_b1.json 页42]【书】馆、帕米欧结核病疗",0,,,,,context_only_no_safe_structure_candidate,cihai_wiki_context_only,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
