8105_full_6878,炟,U+709F,28831,8105_national_standard_core,,6878,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰火旦,V03_AGENT_REFERENCE_REVIEW_REQUIRED,火 旦,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E7%82%9F,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰火旦,火 旦,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6879,㶲,U+3DB2,15794,8105_national_standard_core,三级,6879,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰火用,V03_AGENT_REFERENCE_REVIEW_REQUIRED,火 用,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,4 3 3 4 3 5 1 1 2,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E3%B6%B2,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰火用,火 用,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6880,洭,U+6D2D,27949,8105_national_standard_core,,6880,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵匡,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 匡,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%AD,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵匡,氵 匡,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6881,洘,U+6D18,27928,8105_national_standard_core,,6881,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵考,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 考,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%98,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵考,氵 考,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6882,洓,U+6D13,27923,8105_national_standard_core,,6882,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵朿,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 朿,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%93,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵朿,氵 朿,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6883,洿,U+6D3F,27967,8105_national_standard_core,,6883,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵夸,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 夸,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%BF,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵夸,氵 夸,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6884,㳚,U+3CDA,15578,8105_national_standard_core,三级,6884,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵戍,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 戍,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,4 4 1 1 3 4 5 3 4,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E3%B3%9A,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵戍,氵 戍,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6885,泚,U+6CDA,27866,8105_national_standard_core,,6885,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵此,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 此,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B3%9A,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵此,氵 此,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6888,洸,U+6D38,27960,8105_national_standard_core,,6888,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵光,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 光,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%B8,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵光,氵 光,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6889,洑,U+6D11,27921,8105_national_standard_core,,6889,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵伏,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 伏,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%91,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵伏,氵 伏,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6890,洢,U+6D22,27938,8105_national_standard_core,,6890,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵伊,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 伊,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%A2,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵伊,氵 伊,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6891,洈,U+6D08,27912,8105_national_standard_core,,6891,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵危,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 危,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%88,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵危,氵 危,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6893,洺,U+6D3A,27962,8105_national_standard_core,,6893,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵名,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 名,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%BA,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵名,氵 名,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6896,㳘,U+3CD8,15576,8105_national_standard_core,三级,6896,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵充,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 充,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,4 4 1 4 1 5 4 3 5,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E3%B3%98,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵充,氵 充,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6897,洴,U+6D34,27956,8105_national_standard_core,,6897,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰氵并,V03_AGENT_REFERENCE_REVIEW_REQUIRED,氵 并,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%B4%B4,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰氵并,氵 并,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6899,恔,U+6054,24660,8105_national_standard_core,,6899,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰忄交,V03_AGENT_REFERENCE_REVIEW_REQUIRED,忄 交,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E6%81%94,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰忄交,忄 交,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6900,宬,U+5BAC,23468,8105_national_standard_core,,6900,national_standard_then_core_reference_then_network_cross_reference,上下,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿱宀成,V03_AGENT_REFERENCE_REVIEW_REQUIRED,宀 成,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%AE%AC,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,上下,⿱宀成,宀 成,APPLIED_GAP_FILL_REVIEW_REQUIRED,1,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6903,袆,U+8886,34950,8105_national_standard_core,,6903,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰衤韦,V03_AGENT_REFERENCE_REVIEW_REQUIRED,衤 韦,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E8%A2%86,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰衤韦,衤 韦,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6904,祏,U+794F,31055,8105_national_standard_core,,6904,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰礻石,V03_AGENT_REFERENCE_REVIEW_REQUIRED,礻 石,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E7%A5%8F,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰礻石,礻 石,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6905,祐,U+7950,31056,8105_national_standard_core,,6905,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰礻右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,礻 右,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E7%A5%90,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰礻右,礻 右,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
8105_full_6910,娀,U+5A00,23040,8105_national_standard_core,,6910,national_standard_then_core_reference_then_network_cross_reference,左右,V03_AGENT_REFERENCE_REVIEW_REQUIRED,⿰女戎,V03_AGENT_REFERENCE_REVIEW_REQUIRED,女 戎,,RADICAL_STANDARD_SOURCE_CHECK_REQUIRED,9,,REVIEW_REQUIRED,HANZI_DECOMP_V03_GAP_FILLED_REVIEW_REQUIRED,MISSING_STANDARD_STRUCTURE;MISSING_STANDARD_DECOMPOSITION;MISSING_STANDARD_COMPONENTS;MISSING_STANDARD_RADICAL;CNBE32_NOT_PROPOSED;HUMAN_REVIEW_REQUIRED,https://www.zdic.net/hans/%E5%A8%80,,NO_PROPOSED_CNBE32_BEFORE_REVIEW,HUMAN_REVIEW_REQUIRED_BEFORE_SOURCE_MERGE,NO_CNBE_WRITE,NO_DATABASE_REBUILD,UNCHANGED,,,,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,REMAINING_GAP_REVIEW_REQUIRED,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,左右,⿰女戎,女 戎,APPLIED_GAP_FILL_REVIEW_REQUIRED,3,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE
