row_id,character,unicode_codepoint,standard_rank,original_structure,original_decomposition,original_components,yuanliu_structure,yuanliu_decomposition,yuanliu_ids_structure,cihai_hit_count,cihai_snippets,wiki_hit_count,wiki_titles,wiki_snippets,proposed_structure,proposed_decomposition,candidate_rule,source_priority,authority_boundary,confidence,blocker,review_status,cnbe_write_status,database_rebuild_status,zdic_status
8105_full_0067,女,U+5973,67,独体字,?,女,独体字,?,,8,"队人侵墨西哥为背景，描写少[ci_hai_v01_b1.json 页41]【女】克莱门西
文，满一通古斯语族有12世纪[ci_hai_v01_b1.json 页41]【女】真文的碑",0,,,独体字,女,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0102,牙,U+7259,102,独体字,?,牙,独体字,?,,8,"西班[ci_hai_v01_b1.json 页41]【牙】北部
根廷居民。主要为西班[ci_hai_v01_b1.json 页44]【牙】人",0,,,独体字,牙,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0104,戈,U+6208,104,独体字,?,戈,独体字,?,,8,"当今俄罗斯[ci_hai_v01_b1.json 页41]【戈】尔诺-阿尔泰共和国。1864
阿耳[ci_hai_v01_b1.json 页42]【戈】英雄（Argonautae）亦译“亚尔古",0,,,独体字,戈,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0108,瓦,U+74E6,108,独体字,?,瓦,独体字,?,,8,"设。工业有电力、砖[ci_hai_v01_b1.json 页41]【瓦】和矿泉水、刨花板等
的发展有重要影响。阿尔[ci_hai_v01_b1.json 页42]【瓦】·阿尔托",0,,,独体字,瓦,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0120,牛,U+725B,120,独体字,?,牛,独体字,?,,8,"野[ci_hai_v01_b1.json 页41]【牛】、驯鹿
饲养[ci_hai_v01_b1.json 页43]【牛】、羊、马、骆驼等，所产紫羔皮著名于",0,,,独体字,牛,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0121,手,U+624B,121,独体字,?,手,独体字,?,,8,"的主要[ci_hai_v01_b1.json 页41]【手】段，黏合多个附加成分以表示多
勒斯、珀尔修斯、武修斯和歌[ci_hai_v01_b1.json 页42]【手】俄耳甫斯等。",0,,,独体字,手,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0151,氏,U+6C0F,151,独体字,?,氏,独体字,?,,8,"阿姑妇称夫之母。《颜[ci_hai_v01_b1.json 页44]【氏】家训·治家》：
佳[ci_hai_v01_b1.json 页44]【氏】，字广廷，一字云岩。乾隆举人。历任",0,,,独体字,氏,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0174,心,U+5FC3,174,独体字,?,心,独体字,?,,8,"语之后，定语在中[ci_hai_v01_b1.json 页41]【心】词之前。拥有较早的
现实和梦境混合在一起，表现人类[ci_hai_v01_b1.json 页42]【心】灵深",0,,,独体字,心,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0296,鸟,U+9E1F,296,独体字,?,鸟,独体字,?,,8,"《群飞的白[ci_hai_v01_b1.json 页45]【鸟】》《车
《览姚合（极玄集）》诗：“好[ci_hai_v01_b1.json 页74]【鸟】挨花落，清风",0,,,独体字,鸟,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0343,矛,U+77DB,343,独体字,?,矛,独体字,?,,8,"族和宗教[ci_hai_v01_b1.json 页46]【矛】盾。改革司法、税收和货币制
子，以消除部落间的[ci_hai_v01_b1.json 页48]【矛】盾来共同对付奥斯",0,,,独体字,矛,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0345,母,U+6BCD,345,独体字,?,母,独体字,?,,8,"人5万兵力、5个航[ci_hai_v01_b1.json 页43]【母】战斗群和500多架
兰语字[ci_hai_v01_b1.json 页44]【母】，出版了历史上第一部芬兰语普",0,,,独体字,母,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0392,而,U+800C,392,独体字,?,而,独体字,?,,8,"历史现象[ci_hai_v01_b1.json 页41]【而】不是作为现行法规来进行研
[ci_hai_v01_b1.json 页41]【而】成。约152万人（2001年）。分布在阿",0,,,独体字,而,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0462,臼,U+81FC,462,独体字,?,臼,独体字,?,,0,,0,,,独体字,臼,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0713,肖,U+8096,713,上下,⿱⺌⺼,,上下,⿱⺌⺼,上下,8,"后始称阿克苏河。南流到阿瓦提县[ci_hai_v01_b1.json 页47]【肖】
里》、《带名字的[ci_hai_v01_b1.json 页52]【肖】像》、《终极的诗》、《知",0,,,上下,⿱⺌⺼,yuanliu_ids_consistent_structure_candidate,yuanliu_core_reference,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,MEDIUM_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_0786,身,U+8EAB,786,独体字,?,身,独体字,?,,8,"之日颜公。延之日：“[ci_hai_v01_b1.json 页44]【身】非三
别，前者人[ci_hai_v01_b1.json 页45]【身】完全被”黑彝或少数富裕曲",0,,,独体字,身,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_3504,弋,U+5F0B,3504,独体字,?,弋,独体字,?,,7,"为源于明代[ci_hai_v01_bc2.json 页178]【弋】阳腔。清乾隆年间已有演
高腔、[ci_hai_v01_bc9.json 页550]【弋】阳腔、",0,,,独体字,弋,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_3505,孑,U+5B51,3505,独体字,?,孑,独体字,?,,0,,0,,,独体字,孑,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_3507,幺,U+5E7A,3507,独体字,?,幺,独体字,?,,7,"泉三十、幼泉二十、[ci_hai_v01_bc3.json 页228]【幺】泉一十、小泉直一；布
四百、幼布三百、[ci_hai_v01_bc3.json 页228]【幺】布二百、小布一百；龟宝",0,,,独体字,幺,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
8105_full_3527,毋,U+6BCB,3527,独体字,?,毋,独体字,?,,8,"子·时则》：“[ci_hai_v01_bc1.json 页116]【毋】覆巢、杀胎
对。《韩非子·扬权》：“[ci_hai_v01_bc10.json 页604]【毋】",0,,,独体字,毋,standard_side_single_component_identity,existing_8105_standard_side,REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,HIGH_REVIEW_REQUIRED,REVIEW_REQUIRED_BEFORE_MERGE,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,NOT_USED_IN_PRIORITY_DEFAULT_WORKFLOW
