packet_id,unicode,char,catalog_scope,structure_evidence_status,source_grade,next_action,phase1_status,dictionary_review_status,wiki_review_status,feature_review_queue,dictionary_source_count,has_origin_context,wiki_hit_count,human_review_status,human_structure_label,human_decomposition,human_component_note,human_source_reference,human_reviewer,human_review_notes,editable_copy_notice
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_011,U+37C3,㟃,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_012,U+3807,㠇,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_013,U+3813,㠓,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_014,U+3918,㤘,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_015,U+3944,㥄,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_016,U+39D0,㧐,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_017,U+39D1,㧑,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_018,U+39DF,㧟,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_019,U+3AF0,㫰,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_020,U+3B0A,㬊,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_021,U+3B0E,㬎,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,True,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_022,U+3B1A,㬚,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_023,U+3B4E,㭎,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_024,U+3B55,㭕,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_025,U+3BBE,㮾,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_026,U+3C00,㰀,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_027,U+3CC7,㳇,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_028,U+3CD8,㳘,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_029,U+3CDA,㳚,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,1,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_030,U+3D14,㴔,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_031,U+3D50,㵐,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_032,U+3DB2,㶲,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_033,U+3E06,㸆,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_034,U+3E0C,㸌,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_035,U+3E84,㺄,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_036,U+3EEC,㻬,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_037,U+3F4F,㽏,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_038,U+3FE0,㿠,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_039,U+4056,䁖,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,0,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED_040,U+40AE,䂮,8105_core,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,,,,,2,False,0,需要查标准原文,,,8105_core_standard_join,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:join_8105_structure_decomposition_sources,CNBE Agent Review v1,STANDARD_JOIN_REQUIRED: 8105 core row needs standard-derived structure/decomposition join before any GF0017 structure score or final structure label. No GF0017 points or final structure label assigned.,AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
