row_id,character,unicode_codepoint,decimal_codepoint,standard_rank,scope,approved_agent_structure,approved_agent_struct_type,approved_decomposition,approved_components,approved_basis,current_model_exists,current_unicode_codepoint,unicode_status,current_cnbe,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_agent_structure_localized,current_agent_struct_type_localized,current_structure_localization_status,merge_status,merge_authority,source_table_write_status,cnbe32_write_status,database_rebuild_status
8105_full_0012,儿,U+513F,20799,12,8105_national_standard_core,独体字,0,儿,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+513F,UNICODE_MATCH,3201709040,190,髟,26,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0013,匕,U+5315,21269,13,8105_national_standard_core,独体字,0,匕,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5315,UNICODE_MATCH,318296400,18,刀,31,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0014,几,U+51E0,20960,14,8105_national_standard_core,独体字,0,几,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+51E0,UNICODE_MATCH,2299149824,137,舟,1,up-mid-down,4,上中下,2,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0015,九,U+4E5D,20061,15,8105_national_standard_core,独体字,0,九,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E5D,UNICODE_MATCH,1577649616,94,犬,1,left-mid-right,2,左中右,4,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0016,刁,U+5201,20993,16,8105_national_standard_core,独体字,0,刁,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5201,UNICODE_MATCH,2854076432,170,阜,3,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0017,了,U+4E86,20102,17,8105_national_standard_core,独体字,0,了,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E86,UNICODE_MATCH,2270824544,135,舌,11,up-mid-down,4,上中下,2,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0018,刀,U+5200,20992,18,8105_national_standard_core,独体字,0,刀,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5200,UNICODE_MATCH,2836742144,169,門,2,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0019,力,U+529B,21147,19,8105_national_standard_core,独体字,0,力,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+529B,UNICODE_MATCH,1846856112,110,矛,2,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0020,乃,U+4E43,20035,20,8105_national_standard_core,独体字,0,乃,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E43,UNICODE_MATCH,1144063024,68,斗,6,left-mid-right,2,左中右,4,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0021,又,U+53C8,21448,21,8105_national_standard_core,独体字,0,又,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+53C8,UNICODE_MATCH,3318078592,197,鹵,24,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0022,三,U+4E09,19977,22,8105_national_standard_core,独体字,0,三,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E09,UNICODE_MATCH,173310096,10,儿,10,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0023,干,U+5E72,24178,23,8105_national_standard_core,独体字,0,干,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5E72,UNICODE_MATCH,2446690080,145,衣,26,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0024,于,U+4E8E,20110,24,8105_national_standard_core,独体字,0,于,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E8E,UNICODE_MATCH,2409498848,143,血,19,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0025,亏,U+4E8F,20111,25,8105_national_standard_core,上下,1,⿱一丂,一 丂,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E8F,UNICODE_MATCH,2426407152,144,行,20,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0026,工,U+5DE5,24037,26,8105_national_standard_core,独体字,0,工,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5DE5,UNICODE_MATCH,71859792,4,丿,9,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0027,土,U+571F,22303,27,8105_national_standard_core,独体字,0,土,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+571F,UNICODE_MATCH,3294368240,196,鳥,11,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0028,士,U+58EB,22763,28,8105_national_standard_core,独体字,0,士,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+58EB,UNICODE_MATCH,238038704,14,冖,6,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0029,才,U+624D,25165,29,8105_national_standard_core,独体字,0,才,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+624D,UNICODE_MATCH,1051542736,62,戈,21,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0030,下,U+4E0B,19979,30,8105_national_standard_core,独体字,0,下,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E0B,UNICODE_MATCH,207978672,12,八,12,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0031,寸,U+5BF8,23544,31,8105_national_standard_core,独体字,0,寸,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5BF8,UNICODE_MATCH,2573262720,153,豸,12,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0032,大,U+5927,22823,32,8105_national_standard_core,独体字,0,大,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5927,UNICODE_MATCH,1243886192,74,月,4,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0033,丈,U+4E08,19976,33,8105_national_standard_core,独体字,0,丈,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E08,UNICODE_MATCH,155975808,9,人,9,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0034,与,U+4E0E,19982,34,8105_national_standard_core,独体字,0,与,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E0E,UNICODE_MATCH,259555552,15,冫,15,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0035,万,U+4E07,19975,35,8105_national_standard_core,独体字,0,万,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E07,UNICODE_MATCH,138641520,8,亠,8,bottom-left-wrap,7,左下包,8,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0036,上,U+4E0A,19978,36,8105_national_standard_core,独体字,0,上,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E0A,UNICODE_MATCH,190644384,11,入,11,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0037,小,U+5C0F,23567,37,8105_national_standard_core,独体字,0,小,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5C0F,UNICODE_MATCH,2955272432,176,面,4,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0038,口,U+53E3,21475,38,8105_national_standard_core,独体字,0,口,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+53E3,UNICODE_MATCH,178675248,10,儿,20,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0039,山,U+5C71,23665,39,8105_national_standard_core,独体字,0,山,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5C71,UNICODE_MATCH,1011541776,60,彳,9,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0040,巾,U+5DFE,24062,40,8105_national_standard_core,独体字,0,巾,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5DFE,UNICODE_MATCH,488538080,29,又,3,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0041,千,U+5343,21315,41,8105_national_standard_core,独体字,0,千,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5343,UNICODE_MATCH,1081889840,64,手,15,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0042,乞,U+4E5E,20062,42,8105_national_standard_core,上下,1,⿱𠂉乙,𠂉 乙,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E5E,UNICODE_MATCH,1594983904,95,王,2,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0043,川,U+5DDD,24029,43,8105_national_standard_core,独体字,0,川,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5DDD,UNICODE_MATCH,3523935696,210,齊,1,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0044,亿,U+4EBF,20159,44,8105_national_standard_core,左右,3,⿰亻乙,亻 乙,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4EBF,UNICODE_MATCH,3224669168,192,鬯,6,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0045,个,U+4E2A,20010,45,8105_national_standard_core,独体字,0,个,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E2A,UNICODE_MATCH,727810720,43,尢,12,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0046,夕,U+5915,22805,46,8105_national_standard_core,独体字,0,夕,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5915,UNICODE_MATCH,948547920,56,弋,17,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0047,久,U+4E45,20037,47,8105_national_standard_core,独体字,0,久,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E45,UNICODE_MATCH,1178731600,70,方,8,up-mid-down,4,上中下,2,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0048,么,U+4E48,20040,48,8105_national_standard_core,独体字,0,么,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E48,UNICODE_MATCH,1230734464,73,曰,11,bottom-left-wrap,7,左下包,8,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0049,勺,U+52FA,21242,49,8105_national_standard_core,右上包,6,⿹勹丶,勹 丶,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+52FA,UNICODE_MATCH,3441446816,205,黽,4,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0050,凡,U+51E1,20961,50,8105_national_standard_core,独体字,0,凡,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+51E1,UNICODE_MATCH,2316484112,138,艮,2,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_0051,丸,U+4E38,20024,51,8105_national_standard_core,独体字,0,丸,,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+4E38,UNICODE_MATCH,970064768,57,弓,26,up-mid-down,4,上中下,2,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
